	HAU.prot	JGIv1.prot	JGIv2.prot	Total
OG0009641	2	2	2	6
OG0009642	1	3	2	6
OG0009643	2	2	2	6
OG0009644	2	2	2	6
OG0009645	2	2	2	6
OG0009646	2	2	2	6
OG0009647	2	2	2	6
OG0009648	2	2	2	6
OG0009649	2	2	2	6
OG0009650	2	2	2	6
OG0009651	2	2	2	6
OG0009652	2	2	2	6
OG0009653	2	2	2	6
OG0009654	2	2	2	6
OG0009655	2	2	2	6
OG0009656	2	2	2	6
OG0009657	2	2	2	6
OG0009658	3	3	0	6
OG0009659	2	2	2	6
OG0009660	2	2	2	6
OG0009661	2	2	2	6
OG0009662	2	2	2	6
OG0009663	2	2	2	6
OG0009664	2	2	2	6
OG0009665	2	2	2	6
OG0009666	2	3	1	6
OG0009667	2	2	2	6
OG0009668	2	2	2	6
OG0009669	2	2	2	6
OG0009670	2	2	2	6
OG0009671	2	2	2	6
OG0009672	2	2	2	6
OG0009673	2	2	2	6
OG0009674	2	2	2	6
OG0009675	2	2	2	6
OG0009676	2	2	2	6
OG0009677	2	2	2	6
OG0009678	2	2	2	6
OG0009679	2	2	2	6
OG0009680	2	2	2	6
OG0009681	2	2	2	6
OG0009682	2	2	2	6
OG0009683	2	2	2	6
OG0009684	2	2	2	6
OG0009685	2	2	2	6
OG0009686	2	2	2	6
OG0009687	2	2	2	6
OG0009688	2	2	2	6
OG0009689	2	2	2	6
OG0009690	2	2	2	6
OG0009691	2	2	2	6
OG0009692	2	2	2	6
OG0009693	2	2	2	6
OG0009694	2	2	2	6
OG0009695	2	2	2	6
OG0009696	2	2	2	6
OG0009697	2	2	2	6
OG0009698	2	2	2	6
OG0009699	2	2	2	6
OG0009700	2	2	2	6
OG0009701	2	2	2	6
OG0009702	2	2	2	6
OG0009703	2	2	2	6
OG0009704	2	2	2	6
OG0009705	2	2	2	6
OG0009706	2	2	2	6
OG0009707	2	2	2	6
OG0009708	2	4	0	6
OG0009709	2	2	2	6
OG0009710	2	2	2	6
OG0009711	2	3	1	6
OG0009712	2	2	2	6
OG0009713	2	2	2	6
OG0009714	2	2	2	6
OG0009715	2	2	2	6
OG0009716	2	2	2	6
OG0009717	2	2	2	6
OG0009718	2	2	2	6
OG0009719	2	2	2	6
OG0009720	2	2	2	6
OG0009721	1	3	2	6
OG0009722	2	2	2	6
OG0009723	2	2	2	6
OG0009724	2	2	2	6
OG0009725	2	2	2	6
OG0009726	2	2	2	6
OG0009727	2	2	2	6
OG0009728	2	2	2	6
OG0009729	2	2	2	6
OG0009730	2	2	2	6
OG0009731	2	2	2	6
OG0009732	2	2	2	6
OG0009733	2	2	2	6
OG0009734	2	2	2	6
OG0009735	2	2	2	6
OG0009736	2	2	2	6
OG0009737	2	2	2	6
OG0009738	2	2	2	6
OG0009739	2	2	2	6
OG0009740	2	2	2	6
OG0009741	2	2	2	6
OG0009742	2	2	2	6
OG0009743	2	2	2	6
OG0009744	2	2	2	6
OG0009745	2	2	2	6
OG0009746	2	2	2	6
OG0009747	2	2	2	6
OG0009748	2	2	2	6
OG0009749	2	2	2	6
OG0009750	1	3	2	6
OG0009751	2	2	2	6
OG0009752	2	2	2	6
OG0009753	2	2	2	6
OG0009754	2	2	2	6
OG0009755	2	2	2	6
OG0009756	2	2	2	6
OG0009757	1	3	2	6
OG0009758	2	2	2	6
OG0009759	2	2	2	6
OG0009760	2	2	2	6
OG0009761	2	2	2	6
OG0009762	2	2	2	6
OG0009763	2	2	2	6
OG0009764	2	2	2	6
OG0009765	2	2	2	6
OG0009766	2	2	2	6
OG0009767	2	2	2	6
OG0009768	2	2	2	6
OG0009769	2	2	2	6
OG0009770	2	2	2	6
OG0009771	2	2	2	6
OG0009772	2	2	2	6
OG0009773	2	2	2	6
OG0009774	2	2	2	6
OG0009775	4	2	0	6
OG0009776	3	1	2	6
OG0009777	2	2	2	6
OG0009778	2	2	2	6
OG0009779	2	2	2	6
OG0009780	2	2	2	6
OG0009781	2	2	2	6
OG0009782	2	2	2	6
OG0009783	2	2	2	6
OG0009784	2	2	2	6
OG0009785	2	2	2	6
OG0009786	2	2	2	6
OG0009787	2	2	2	6
OG0009788	2	2	2	6
OG0009789	2	2	2	6
OG0009790	2	2	2	6
OG0009791	2	2	2	6
OG0009792	2	2	2	6
OG0009793	2	2	2	6
OG0009794	2	3	1	6
OG0009795	2	2	2	6
OG0009796	2	2	2	6
OG0009797	2	2	2	6
OG0009798	2	2	2	6
OG0009799	1	3	2	6
OG0009800	3	2	1	6
OG0009801	2	2	2	6
OG0009802	2	2	2	6
OG0009803	2	2	2	6
OG0009804	2	2	2	6
OG0009805	2	2	2	6
OG0009806	2	2	2	6
OG0009807	2	2	2	6
OG0009808	2	2	2	6
OG0009809	4	0	2	6
OG0009810	2	2	2	6
OG0009811	2	2	2	6
OG0009812	1	3	2	6
OG0009813	2	2	2	6
OG0009814	2	2	2	6
OG0009815	2	3	1	6
OG0009816	2	2	2	6
OG0009817	2	2	2	6
OG0009818	2	2	2	6
OG0009819	2	2	2	6
OG0009820	2	2	2	6
OG0009821	2	3	1	6
OG0009822	3	2	1	6
OG0009823	2	2	2	6
OG0009824	2	2	2	6
OG0009825	2	2	2	6
OG0009826	2	2	2	6
OG0009827	2	2	2	6
OG0009828	2	2	2	6
OG0009829	2	2	2	6
OG0009830	2	2	2	6
OG0009831	2	2	2	6
OG0009832	2	2	2	6
OG0009833	2	2	2	6
OG0009834	2	2	2	6
OG0009835	1	3	2	6
OG0009836	2	2	2	6
OG0009837	2	3	1	6
OG0009838	2	2	2	6
OG0009839	2	2	2	6
OG0009840	2	1	3	6
OG0009841	2	2	2	6
OG0009842	2	2	2	6
OG0009843	2	2	2	6
OG0009844	3	1	2	6
OG0009845	2	2	2	6
OG0009846	2	2	2	6
OG0009847	2	2	2	6
OG0009848	2	2	2	6
OG0009849	2	2	2	6
OG0009850	2	2	2	6
OG0009851	1	3	2	6
OG0009852	2	2	2	6
OG0009853	2	2	2	6
OG0009854	2	2	2	6
OG0009855	2	2	2	6
OG0009856	2	2	2	6
OG0009857	2	2	2	6
OG0009858	2	2	2	6
OG0009859	2	2	2	6
OG0009860	2	2	2	6
OG0009861	2	2	2	6
OG0009862	4	1	1	6
OG0009863	2	2	2	6
OG0009864	2	2	2	6
OG0009865	2	2	2	6
OG0009866	2	3	1	6
OG0009867	2	2	2	6
OG0009868	2	2	2	6
OG0009869	2	2	2	6
OG0009870	2	2	2	6
OG0009871	2	2	2	6
OG0009872	2	2	2	6
OG0009873	2	2	2	6
OG0009874	2	2	2	6
OG0009875	2	2	2	6
OG0009876	1	3	2	6
OG0009877	1	3	2	6
OG0009878	2	2	2	6
OG0009879	2	2	2	6
OG0009880	2	2	2	6
OG0009881	2	2	2	6
OG0009882	2	2	2	6
OG0009883	2	2	2	6
OG0009884	2	2	2	6
OG0009885	2	2	2	6
OG0009886	2	2	2	6
OG0009887	2	2	2	6
OG0009888	2	2	2	6
OG0009889	2	2	2	6
OG0009890	2	2	2	6
OG0009891	2	2	2	6
OG0009892	2	2	2	6
OG0009893	2	2	2	6
OG0009894	2	2	2	6
OG0009895	2	2	2	6
OG0009896	2	2	2	6
OG0009897	1	3	2	6
OG0009898	2	2	2	6
OG0009899	2	2	2	6
OG0009900	2	2	2	6
OG0009901	2	2	2	6
OG0009902	2	2	2	6
OG0009903	2	2	2	6
OG0009904	2	2	2	6
OG0009905	2	2	2	6
OG0009906	2	2	2	6
OG0009907	2	2	2	6
OG0009908	2	2	2	6
OG0009909	2	2	2	6
OG0009910	2	2	2	6
OG0009911	2	2	2	6
OG0009912	2	2	2	6
OG0009913	2	2	2	6
OG0009914	2	2	2	6
OG0009915	2	2	2	6
OG0009916	2	2	2	6
OG0009917	2	2	2	6
OG0009918	2	2	2	6
OG0009919	2	2	2	6
OG0009920	2	2	2	6
OG0009921	2	2	2	6
OG0009922	2	2	2	6
OG0009923	2	2	2	6
OG0009924	2	2	2	6
OG0009925	2	2	2	6
OG0009926	2	2	2	6
OG0009927	2	2	2	6
OG0009928	2	2	2	6
OG0009929	2	2	2	6
OG0009930	2	2	2	6
OG0009931	2	2	2	6
OG0009932	2	2	2	6
OG0009933	2	2	2	6
OG0009934	2	3	1	6
OG0009935	1	4	1	6
OG0009936	2	2	2	6
OG0009937	2	2	2	6
OG0009938	2	2	2	6
OG0009939	2	2	2	6
OG0009940	2	2	2	6
OG0009941	2	2	2	6
OG0009942	2	2	2	6
OG0009943	2	2	2	6
OG0009944	2	2	2	6
OG0009945	2	2	2	6
OG0009946	2	2	2	6
OG0009947	2	2	2	6
OG0009948	2	2	2	6
OG0009949	1	3	2	6
OG0009950	2	2	2	6
OG0009951	2	2	2	6
OG0009952	2	2	2	6
OG0009953	2	2	2	6
OG0009954	2	2	2	6
OG0009955	2	2	2	6
OG0009956	2	2	2	6
OG0009957	1	3	2	6
OG0009958	2	2	2	6
OG0009959	2	2	2	6
OG0009960	2	2	2	6
OG0009961	2	2	2	6
OG0009962	2	2	2	6
OG0009963	2	2	2	6
OG0009964	2	2	2	6
OG0009965	2	2	2	6
OG0009966	2	2	2	6
OG0009967	2	2	2	6
OG0009968	1	3	2	6
OG0009969	2	2	2	6
OG0009970	2	2	2	6
OG0009971	2	2	2	6
OG0009972	2	2	2	6
OG0009973	2	2	2	6
OG0009974	2	2	2	6
OG0009975	2	2	2	6
OG0009976	2	2	2	6
OG0009977	2	2	2	6
OG0009978	2	2	2	6
OG0009979	2	2	2	6
OG0009980	2	2	2	6
OG0009981	2	2	2	6
OG0009982	2	2	2	6
OG0009983	2	2	2	6
OG0009984	2	2	2	6
OG0009985	2	2	2	6
OG0009986	2	2	2	6
OG0009987	2	2	2	6
OG0009988	2	2	2	6
OG0009989	2	2	2	6
OG0009990	2	2	2	6
OG0009991	2	2	2	6
OG0009992	2	2	2	6
OG0009993	2	2	2	6
OG0009994	2	2	2	6
OG0009995	2	2	2	6
OG0009996	2	2	2	6
OG0009997	2	2	2	6
OG0009998	2	2	2	6
OG0009999	2	2	2	6
OG0010000	2	2	2	6
OG0010001	2	2	2	6
OG0010002	2	2	2	6
OG0010003	2	2	2	6
OG0010004	1	3	2	6
OG0010005	2	2	2	6
OG0010006	1	3	2	6
OG0010007	2	2	2	6
OG0010008	2	2	2	6
OG0010009	2	2	2	6
OG0010010	2	2	2	6
OG0010011	2	2	2	6
OG0010012	2	2	2	6
OG0010013	1	3	2	6
OG0010014	2	2	2	6
OG0010015	2	2	2	6
OG0010016	2	2	2	6
OG0010017	2	2	2	6
OG0010018	2	2	2	6
OG0010019	2	2	2	6
OG0010020	2	2	2	6
OG0010021	2	2	2	6
OG0010022	2	2	2	6
OG0010023	2	2	2	6
OG0010024	3	1	2	6
OG0010025	2	2	2	6
OG0010026	2	2	2	6
OG0010027	2	2	2	6
OG0010028	2	2	2	6
OG0010029	2	2	2	6
OG0010030	2	2	2	6
OG0010031	2	2	2	6
OG0010032	2	2	2	6
OG0010033	2	2	2	6
OG0010034	2	2	2	6
OG0010035	2	2	2	6
OG0010036	2	2	2	6
OG0010037	2	2	2	6
OG0010038	2	2	2	6
OG0010039	2	2	2	6
OG0010040	1	3	2	6
OG0010041	2	2	2	6
OG0010042	2	2	2	6
OG0010043	2	2	2	6
OG0010044	2	2	2	6
OG0010045	2	2	2	6
OG0010046	2	2	2	6
OG0010047	2	2	2	6
OG0010048	2	2	2	6
OG0010049	2	2	2	6
OG0010050	2	2	2	6
OG0010051	2	2	2	6
OG0010052	2	2	2	6
OG0010053	2	2	2	6
OG0010054	2	2	2	6
OG0010055	2	2	2	6
OG0010056	2	2	2	6
OG0010057	2	2	2	6
OG0010058	2	2	2	6
OG0010059	2	2	2	6
OG0010060	3	2	1	6
OG0010061	2	2	2	6
OG0010062	2	2	2	6
OG0010063	2	2	2	6
OG0010064	2	2	2	6
OG0010065	2	2	2	6
OG0010066	2	2	2	6
OG0010067	1	3	2	6
OG0010068	2	2	2	6
OG0010069	2	2	2	6
OG0010070	2	2	2	6
OG0010071	2	2	2	6
OG0010072	2	2	2	6
OG0010073	2	2	2	6
OG0010074	2	2	2	6
OG0010075	2	2	2	6
OG0010076	2	2	2	6
OG0010077	4	1	1	6
OG0010078	2	2	2	6
OG0010079	2	2	2	6
OG0010080	2	2	2	6
OG0010081	2	2	2	6
OG0010082	2	2	2	6
OG0010083	2	2	2	6
OG0010084	2	2	2	6
OG0010085	2	2	2	6
OG0010086	2	2	2	6
OG0010087	2	2	2	6
OG0010088	2	2	2	6
OG0010089	1	4	1	6
OG0010090	2	2	2	6
OG0010091	2	2	2	6
OG0010092	1	3	2	6
OG0010093	2	2	2	6
OG0010094	2	2	2	6
OG0010095	2	2	2	6
OG0010096	2	3	1	6
OG0010097	2	2	2	6
OG0010098	2	2	2	6
OG0010099	2	2	2	6
OG0010100	2	2	2	6
OG0010101	2	2	2	6
OG0010102	2	2	2	6
OG0010103	2	2	2	6
OG0010104	2	2	2	6
OG0010105	2	2	2	6
OG0010106	2	2	2	6
OG0010107	2	2	2	6
OG0010108	2	2	2	6
OG0010109	2	2	2	6
OG0010110	2	2	2	6
OG0010111	2	2	2	6
OG0010112	2	2	2	6
OG0010113	2	2	2	6
OG0010114	2	2	2	6
OG0010115	2	2	2	6
OG0010116	2	2	2	6
OG0010117	2	2	2	6
OG0010118	2	2	2	6
OG0010119	2	2	2	6
OG0010120	2	1	3	6
OG0010121	2	2	2	6
OG0010122	2	2	2	6
OG0010123	2	2	2	6
OG0010124	2	2	2	6
OG0010125	2	2	2	6
OG0010126	2	2	2	6
OG0010127	2	2	2	6
OG0010128	3	2	1	6
OG0010129	2	2	2	6
OG0010130	2	2	2	6
OG0010131	2	2	2	6
OG0010132	1	3	2	6
OG0010133	2	2	2	6
OG0010134	2	2	2	6
OG0010135	2	2	2	6
OG0010136	2	2	2	6
OG0010137	2	2	2	6
OG0010138	2	2	2	6
OG0010139	2	2	2	6
OG0010140	2	2	2	6
OG0010141	2	2	2	6
OG0010142	2	2	2	6
OG0010143	2	2	2	6
OG0010144	2	2	2	6
OG0010145	2	2	2	6
OG0010146	2	2	2	6
OG0010147	2	2	2	6
OG0010148	2	2	2	6
OG0010149	2	2	2	6
OG0010150	2	2	2	6
OG0010151	2	2	2	6
OG0010152	2	2	2	6
OG0010153	1	3	2	6
OG0010154	2	2	2	6
OG0010155	2	2	2	6
OG0010156	2	2	2	6
OG0010157	2	2	2	6
OG0010158	2	2	2	6
OG0010159	1	3	2	6
OG0010160	2	2	2	6
OG0010161	2	2	2	6
OG0010162	2	2	2	6
OG0010163	2	2	2	6
OG0010164	2	2	2	6
OG0010165	2	2	2	6
OG0010166	2	2	2	6
OG0010167	2	2	2	6
OG0010168	4	1	1	6
OG0010169	2	2	2	6
OG0010170	2	2	2	6
OG0010171	2	2	2	6
OG0010172	2	2	2	6
OG0010173	2	2	2	6
OG0010174	2	2	2	6
OG0010175	2	2	2	6
OG0010176	2	2	2	6
OG0010177	2	2	2	6
OG0010178	2	2	2	6
OG0010179	2	2	2	6
OG0010180	2	2	2	6
OG0010181	2	2	2	6
OG0010182	2	2	2	6
OG0010183	2	2	2	6
OG0010184	2	2	2	6
OG0010185	2	2	2	6
OG0010186	2	2	2	6
OG0010187	3	1	2	6
OG0010188	2	2	2	6
OG0010189	1	3	2	6
OG0010190	2	2	2	6
OG0010191	3	0	3	6
OG0010192	2	2	2	6
OG0010193	2	2	2	6
OG0010194	2	2	2	6
OG0010195	2	2	2	6
OG0010196	2	2	2	6
OG0010197	2	3	1	6
OG0010198	2	2	2	6
OG0010199	2	2	2	6
OG0010200	2	2	2	6
OG0010201	2	2	2	6
OG0010202	2	2	2	6
OG0010203	2	2	2	6
OG0010204	2	2	2	6
OG0010205	2	2	2	6
OG0010206	2	2	2	6
OG0010207	2	2	2	6
OG0010208	2	2	2	6
OG0010209	2	2	2	6
OG0010210	2	2	2	6
OG0010211	1	3	2	6
OG0010212	2	2	2	6
OG0010213	2	2	2	6
OG0010214	2	2	2	6
OG0010215	2	2	2	6
OG0010216	2	2	2	6
OG0010217	2	2	2	6
OG0010218	2	2	2	6
OG0010219	2	2	2	6
OG0010220	2	2	2	6
OG0010221	2	2	2	6
OG0010222	2	2	2	6
OG0010223	2	2	2	6
OG0010224	2	2	2	6
OG0010225	2	2	2	6
OG0010226	2	2	2	6
OG0010227	2	2	2	6
OG0010228	2	2	2	6
OG0010229	2	2	2	6
OG0010230	2	2	2	6
OG0010231	2	2	2	6
OG0010232	2	2	2	6
OG0010233	2	2	2	6
OG0010234	2	2	2	6
OG0010235	2	2	2	6
OG0010236	2	2	2	6
OG0010237	2	2	2	6
OG0010238	2	2	2	6
OG0010239	2	2	2	6
OG0010240	2	2	2	6
OG0010241	3	2	1	6
OG0010242	2	2	2	6
OG0010243	1	3	2	6
OG0010244	2	2	2	6
OG0010245	2	2	2	6
OG0010246	2	2	2	6
OG0010247	2	2	2	6
OG0010248	3	1	2	6
OG0010249	2	2	2	6
OG0010250	2	2	2	6
OG0010251	2	2	2	6
OG0010252	2	2	2	6
OG0010253	2	2	2	6
OG0010254	2	2	2	6
OG0010255	2	2	2	6
OG0010256	2	2	2	6
OG0010257	2	2	2	6
OG0010258	2	2	2	6
OG0010259	1	3	2	6
OG0010260	2	2	2	6
OG0010261	2	2	2	6
OG0010262	2	2	2	6
OG0010263	2	2	2	6
OG0010264	2	2	2	6
OG0010265	2	2	2	6
OG0010266	2	2	2	6
OG0010267	2	2	2	6
OG0010268	2	2	2	6
OG0010269	2	2	2	6
OG0010270	2	2	2	6
OG0010271	2	2	2	6
OG0010272	2	2	2	6
OG0010273	2	3	1	6
OG0010274	2	2	2	6
OG0010275	3	2	1	6
OG0010276	2	2	2	6
OG0010277	2	2	2	6
OG0010278	2	2	2	6
OG0010279	2	2	2	6
OG0010280	2	2	2	6
OG0010281	2	2	2	6
OG0010282	2	2	2	6
OG0010283	2	2	2	6
OG0010284	2	2	2	6
OG0010285	2	2	2	6
OG0010286	2	2	2	6
OG0010287	2	2	2	6
OG0010288	2	2	2	6
OG0010289	2	2	2	6
OG0010290	2	2	2	6
OG0010291	2	2	2	6
OG0010292	2	2	2	6
OG0010293	2	2	2	6
OG0010294	2	2	2	6
OG0010295	2	2	2	6
OG0010296	2	2	2	6
OG0010297	2	2	2	6
OG0010298	2	2	2	6
OG0010299	2	2	2	6
OG0010300	2	2	2	6
OG0010301	2	2	2	6
OG0010302	2	2	2	6
OG0010303	2	2	2	6
OG0010304	2	2	2	6
OG0010305	2	2	2	6
OG0010306	2	2	2	6
OG0010307	2	2	2	6
OG0010308	2	2	2	6
OG0010309	2	2	2	6
OG0010310	2	2	2	6
OG0010311	2	2	2	6
OG0010312	2	2	2	6
OG0010313	2	2	2	6
OG0010314	2	2	2	6
OG0010315	2	2	2	6
OG0010316	2	2	2	6
OG0010317	2	2	2	6
OG0010318	2	2	2	6
OG0010319	2	2	2	6
OG0010320	2	2	2	6
OG0010321	2	2	2	6
OG0010322	2	2	2	6
OG0010323	2	2	2	6
OG0010324	2	2	2	6
OG0010325	2	2	2	6
OG0010326	2	2	2	6
OG0010327	2	2	2	6
OG0010328	2	2	2	6
OG0010329	2	2	2	6
OG0010330	2	2	2	6
OG0010331	2	2	2	6
OG0010332	2	2	2	6
OG0010333	2	2	2	6
OG0010334	2	2	2	6
OG0010335	2	2	2	6
OG0010336	2	2	2	6
OG0010337	2	2	2	6
OG0010338	2	2	2	6
OG0010339	2	2	2	6
OG0010340	2	2	2	6
OG0010341	2	2	2	6
OG0010342	2	2	2	6
OG0010343	1	4	1	6
OG0010344	2	2	2	6
OG0010345	2	2	2	6
OG0010346	2	2	2	6
OG0010347	2	2	2	6
OG0010348	2	2	2	6
OG0010349	2	2	2	6
OG0010350	2	2	2	6
OG0010351	2	2	2	6
OG0010352	2	2	2	6
OG0010353	2	2	2	6
OG0010354	2	2	2	6
OG0010355	2	2	2	6
OG0010356	1	3	2	6
OG0010357	5	0	1	6
OG0010358	2	2	2	6
OG0010359	2	2	2	6
OG0010360	2	2	2	6
OG0010361	2	2	2	6
OG0010362	2	2	2	6
OG0010363	2	2	2	6
OG0010364	2	2	2	6
OG0010365	2	2	2	6
OG0010366	2	2	2	6
OG0010367	2	2	2	6
OG0010368	2	2	2	6
OG0010369	2	2	2	6
OG0010370	2	2	2	6
OG0010371	2	2	2	6
OG0010372	2	2	2	6
OG0010373	2	2	2	6
OG0010374	2	2	2	6
OG0010375	2	4	0	6
OG0010376	2	2	2	6
OG0010377	2	2	2	6
OG0010378	2	2	2	6
OG0010379	2	2	2	6
OG0010380	2	2	2	6
OG0010381	2	2	2	6
OG0010382	2	2	2	6
OG0010383	2	2	2	6
OG0010384	2	2	2	6
OG0010385	2	2	2	6
OG0010386	2	2	2	6
OG0010387	2	2	2	6
OG0010388	2	2	2	6
OG0010389	2	2	2	6
OG0010390	2	2	2	6
OG0010391	2	2	2	6
OG0010392	2	2	2	6
OG0010393	2	2	2	6
OG0010394	2	2	2	6
OG0010395	2	2	2	6
OG0010396	2	2	2	6
OG0010397	2	2	2	6
OG0010398	2	2	2	6
OG0010399	2	2	2	6
OG0010400	2	2	2	6
OG0010401	2	2	2	6
OG0010402	1	3	2	6
OG0010403	2	2	2	6
OG0010404	2	2	2	6
OG0010405	2	2	2	6
OG0010406	2	2	2	6
OG0010407	2	2	2	6
OG0010408	2	2	2	6
OG0010409	1	3	2	6
OG0010410	2	2	2	6
OG0010411	2	2	2	6
OG0010412	2	2	2	6
OG0010413	2	2	2	6
OG0010414	2	2	2	6
OG0010415	2	2	2	6
OG0010416	2	2	2	6
OG0010417	2	2	2	6
OG0010418	2	2	2	6
OG0010419	2	2	2	6
OG0010420	2	2	2	6
OG0010421	2	2	2	6
OG0010422	2	2	2	6
OG0010423	2	2	2	6
OG0010424	2	2	2	6
OG0010425	2	2	2	6
OG0010426	2	2	2	6
OG0010427	2	2	2	6
OG0010428	2	2	2	6
OG0010429	2	2	2	6
OG0010430	2	2	2	6
OG0010431	3	1	2	6
OG0010432	2	2	2	6
OG0010433	2	2	2	6
OG0010434	2	2	2	6
OG0010435	2	2	2	6
OG0010436	2	2	2	6
OG0010437	2	2	2	6
OG0010438	2	2	2	6
OG0010439	2	2	2	6
OG0010440	2	2	2	6
OG0010441	2	2	2	6
OG0010442	2	2	2	6
OG0010443	2	2	2	6
OG0010444	2	2	2	6
OG0010445	2	2	2	6
OG0010446	2	2	2	6
OG0010447	2	2	2	6
OG0010448	2	2	2	6
OG0010449	2	2	2	6
OG0010450	2	3	1	6
OG0010451	2	2	2	6
OG0010452	2	2	2	6
OG0010453	2	2	2	6
OG0010454	2	2	2	6
OG0010455	2	2	2	6
OG0010456	2	2	2	6
OG0010457	2	2	2	6
OG0010458	2	2	2	6
OG0010459	2	2	2	6
OG0010460	2	2	2	6
OG0010461	2	2	2	6
OG0010462	2	2	2	6
OG0010463	2	2	2	6
OG0010464	2	2	2	6
OG0010465	2	2	2	6
OG0010466	2	2	2	6
OG0010467	2	2	2	6
OG0010468	2	2	2	6
OG0010469	2	2	2	6
OG0010470	3	2	1	6
OG0010471	2	2	2	6
OG0010472	2	2	2	6
OG0010473	2	2	2	6
OG0010474	2	2	2	6
OG0010475	2	2	2	6
OG0010476	2	2	2	6
OG0010477	2	2	2	6
OG0010478	2	2	2	6
OG0010479	2	2	2	6
OG0010480	1	3	2	6
OG0010481	2	2	2	6
OG0010482	2	2	2	6
OG0010483	2	2	2	6
OG0010484	2	2	2	6
OG0010485	2	2	2	6
OG0010486	2	2	2	6
OG0010487	2	2	2	6
OG0010488	2	2	2	6
OG0010489	2	2	2	6
OG0010490	2	2	2	6
OG0010491	2	2	2	6
OG0010492	2	2	2	6
OG0010493	2	2	2	6
OG0010494	2	2	2	6
OG0010495	2	2	2	6
OG0010496	2	2	2	6
OG0010497	2	2	2	6
OG0010498	2	2	2	6
OG0010499	2	2	2	6
OG0010500	2	2	2	6
OG0010501	2	2	2	6
OG0010502	2	2	2	6
OG0010503	2	2	2	6
OG0010504	2	2	2	6
OG0010505	2	2	2	6
OG0010506	2	2	2	6
OG0010507	2	2	2	6
OG0010508	3	3	0	6
OG0010509	2	2	2	6
OG0010510	2	2	2	6
OG0010511	2	2	2	6
OG0010512	2	2	2	6
OG0010513	2	2	2	6
OG0010514	2	2	2	6
OG0010515	2	2	2	6
OG0010516	2	2	2	6
OG0010517	2	2	2	6
OG0010518	2	2	2	6
OG0010519	2	2	2	6
OG0010520	2	2	2	6
OG0010521	2	2	2	6
OG0010522	2	2	2	6
OG0010523	4	2	0	6
OG0010524	2	2	2	6
OG0010525	2	2	2	6
OG0010526	2	2	2	6
OG0010527	2	2	2	6
OG0010528	2	2	2	6
OG0010529	1	3	2	6
OG0010530	2	2	2	6
OG0010531	2	2	2	6
OG0010532	2	2	2	6
OG0010533	2	2	2	6
OG0010534	2	2	2	6
OG0010535	2	2	2	6
OG0010536	2	2	2	6
OG0010537	2	2	2	6
OG0010538	2	2	2	6
OG0010539	2	2	2	6
OG0010540	2	2	2	6
OG0010541	2	2	2	6
OG0010542	2	2	2	6
OG0010543	2	2	2	6
OG0010544	2	2	2	6
OG0010545	2	2	2	6
OG0010546	2	2	2	6
OG0010547	2	2	2	6
OG0010548	2	2	2	6
OG0010549	2	2	2	6
OG0010550	2	3	1	6
OG0010551	2	2	2	6
OG0010552	2	2	2	6
OG0010553	2	2	2	6
OG0010554	2	2	2	6
OG0010555	2	2	2	6
OG0010556	2	2	2	6
OG0010557	2	2	2	6
OG0010558	1	3	2	6
OG0010559	2	2	2	6
OG0010560	2	2	2	6
OG0010561	2	2	2	6
OG0010562	2	2	2	6
OG0010563	2	2	2	6
OG0010564	2	2	2	6
OG0010565	2	2	2	6
OG0010566	2	2	2	6
OG0010567	2	2	2	6
OG0010568	2	2	2	6
OG0010569	2	2	2	6
OG0010570	2	2	2	6
OG0010571	2	2	2	6
OG0010572	2	2	2	6
OG0010573	2	2	2	6
OG0010574	2	2	2	6
OG0010575	2	2	2	6
OG0010576	2	2	2	6
OG0010577	2	2	2	6
OG0010578	2	2	2	6
OG0010579	2	2	2	6
OG0010580	2	2	2	6
OG0010581	2	2	2	6
OG0010582	2	2	2	6
OG0010583	2	2	2	6
OG0010584	2	2	2	6
OG0010585	2	2	2	6
OG0010586	2	2	2	6
OG0010587	2	2	2	6
OG0010588	2	2	2	6
OG0010589	2	2	2	6
OG0010590	2	2	2	6
OG0010591	2	2	2	6
OG0010592	2	2	2	6
OG0010593	2	2	2	6
OG0010594	2	2	2	6
OG0010595	2	2	2	6
OG0010596	2	2	2	6
OG0010597	2	2	2	6
OG0010598	2	2	2	6
OG0010599	2	2	2	6
OG0010600	2	2	2	6
OG0010601	2	2	2	6
OG0010602	2	2	2	6
OG0010603	2	2	2	6
OG0010604	2	2	2	6
OG0010605	2	2	2	6
OG0010606	2	2	2	6
OG0010607	2	2	2	6
OG0010608	2	2	2	6
OG0010609	2	2	2	6
OG0010610	2	2	2	6
OG0010611	2	2	2	6
OG0010612	2	2	2	6
OG0010613	2	2	2	6
OG0010614	2	2	2	6
OG0010615	2	2	2	6
OG0010616	2	2	2	6
OG0010617	2	2	2	6
OG0010618	2	2	2	6
OG0010619	2	2	2	6
OG0010620	2	2	2	6
OG0010621	2	2	2	6
OG0010622	2	2	2	6
OG0010623	1	3	2	6
OG0010624	2	2	2	6
OG0010625	2	2	2	6
OG0010626	2	2	2	6
OG0010627	2	2	2	6
OG0010628	2	2	2	6
OG0010629	2	2	2	6
OG0010630	2	2	2	6
OG0010631	2	2	2	6
OG0010632	2	2	2	6
OG0010633	2	2	2	6
OG0010634	2	2	2	6
OG0010635	2	2	2	6
OG0010636	2	2	2	6
OG0010637	2	2	2	6
