	HAU.prot	JGIv1.prot	JGIv2.prot
OG0052474	Ghir_D06G011870.3		
OG0052475	Ghir_D06G011880.1		
OG0052476	Ghir_D06G011890.2		
OG0052477	Ghir_D06G011920.1		
OG0052478	Ghir_D06G011930.1		
OG0052479	Ghir_D06G011950.1		
OG0052480	Ghir_D06G011970.2		
OG0052481	Ghir_D06G011970.3		
OG0052482	Ghir_D06G011990.3		
OG0052483	Ghir_D06G012030.1		
OG0052484	Ghir_D06G012040.1		
OG0052485	Ghir_D06G012040.2		
OG0052486	Ghir_D06G012060.1		
OG0052487	Ghir_D06G012070.1		
OG0052488	Ghir_D06G012070.3		
OG0052489	Ghir_D06G012080.2		
OG0052490	Ghir_D06G012090.1		
OG0052491	Ghir_D06G012180.1		
OG0052492	Ghir_D06G012220.1		
OG0052493	Ghir_D06G012240.1		
OG0052494	Ghir_D06G012260.1		
OG0052495	Ghir_D06G012300.1		
OG0052496	Ghir_D06G012370.5		
OG0052497	Ghir_D06G012370.4		
OG0052498	Ghir_D06G012370.3		
OG0052499	Ghir_D06G012410.1		
OG0052500	Ghir_D06G012420.6		
OG0052501	Ghir_D06G012420.4		
OG0052502	Ghir_D06G012440.2		
OG0052503	Ghir_D06G012470.1		
OG0052504	Ghir_D06G012480.2		
OG0052505	Ghir_D06G012520.3		
OG0052506	Ghir_D06G012520.2		
OG0052507	Ghir_D06G012540.2		
OG0052508	Ghir_D06G012560.35		
OG0052509	Ghir_D06G012560.36		
OG0052510	Ghir_D06G012560.37		
OG0052511	Ghir_D06G012560.31		
OG0052512	Ghir_D06G012560.32		
OG0052513	Ghir_D06G012560.33		
OG0052514	Ghir_D06G012560.15		
OG0052515	Ghir_D06G012560.20		
OG0052516	Ghir_D06G012560.4		
OG0052517	Ghir_D06G012560.5		
OG0052518	Ghir_D06G012600.2		
OG0052519	Ghir_D06G012630.1		
OG0052520	Ghir_D06G012640.1		
OG0052521	Ghir_D06G012650.1		
OG0052522	Ghir_D06G012660.3		
OG0052523	Ghir_D06G012660.5		
OG0052524	Ghir_D06G012660.6		
OG0052525	Ghir_D06G012670.3		
OG0052526	Ghir_D06G012680.1		
OG0052527	Ghir_D06G012710.1		
OG0052528	Ghir_D06G012720.1		
OG0052529	Ghir_D06G012730.1		
OG0052530	Ghir_D06G012780.1		
OG0052531	Ghir_D06G012910.1		
OG0052532	Ghir_D06G012940.2		
OG0052533	Ghir_D06G012940.3		
OG0052534	Ghir_D06G012940.4		
OG0052535	Ghir_D06G012970.2		
OG0052536	Ghir_D06G012980.10		
OG0052537	Ghir_D06G012980.11		
OG0052538	Ghir_D06G013000.1		
OG0052539	Ghir_D06G013020.1		
OG0052540	Ghir_D06G013040.1		
OG0052541	Ghir_D06G013080.2		
OG0052542	Ghir_D06G013080.3		
OG0052543	Ghir_D06G013110.1		
OG0052544	Ghir_D06G013120.1		
OG0052545	Ghir_D06G013120.2		
OG0052546	Ghir_D06G013130.1		
OG0052547	Ghir_D06G013140.1		
OG0052548	Ghir_D06G013150.2		
OG0052549	Ghir_D06G013150.3		
OG0052550	Ghir_D06G013150.4		
OG0052551	Ghir_D06G013150.5		
OG0052552	Ghir_D06G013150.6		
OG0052553	Ghir_D06G013150.7		
OG0052554	Ghir_D06G013180.3		
OG0052555	Ghir_D06G013190.3		
OG0052556	Ghir_D06G013190.4		
OG0052557	Ghir_D06G013200.2		
OG0052558	Ghir_D06G013210.2		
OG0052559	Ghir_D06G013220.4		
OG0052560	Ghir_D06G013220.7		
OG0052561	Ghir_D06G013220.9		
OG0052562	Ghir_D06G013230.3		
OG0052563	Ghir_D06G013240.1		
OG0052564	Ghir_D06G013260.2		
OG0052565	Ghir_D06G013260.3		
OG0052566	Ghir_D06G013270.1		
OG0052567	Ghir_D06G013290.2		
OG0052568	Ghir_D06G013290.3		
OG0052569	Ghir_D06G013300.1		
OG0052570	Ghir_D06G013310.1		
OG0052571	Ghir_D06G013320.1		
OG0052572	Ghir_D06G013340.2		
OG0052573	Ghir_D06G013340.1		
OG0052574	Ghir_D06G013340.11		
OG0052575	Ghir_D06G013340.7		
OG0052576	Ghir_D06G013340.8		
OG0052577	Ghir_D06G013340.9		
OG0052578	Ghir_D06G013340.12		
OG0052579	Ghir_D06G013350.1		
OG0052580	Ghir_D06G013350.2		
OG0052581	Ghir_D06G013360.2		
OG0052582	Ghir_D06G013390.4		
OG0052583	Ghir_D06G013390.5		
OG0052584	Ghir_D06G013410.2		
OG0052585	Ghir_D06G013420.1		
OG0052586	Ghir_D06G013430.1		
OG0052587	Ghir_D06G013450.5		
OG0052588	Ghir_D06G013450.1		
OG0052589	Ghir_D06G013450.2		
OG0052590	Ghir_D06G013450.3		
OG0052591	Ghir_D06G013470.1		
OG0052592	Ghir_D06G013480.2		
OG0052593	Ghir_D06G013490.2		
OG0052594	Ghir_D06G013500.1		
OG0052595	Ghir_D06G013510.1		
OG0052596	Ghir_D06G013530.1		
OG0052597	Ghir_D06G013550.1		
OG0052598	Ghir_D06G013580.1		
OG0052599	Ghir_D06G013600.2		
OG0052600	Ghir_D06G013610.1		
OG0052601	Ghir_D06G013620.1		
OG0052602	Ghir_D06G013630.3		
OG0052603	Ghir_D06G013660.1		
OG0052604	Ghir_D06G013670.1		
OG0052605	Ghir_D06G013720.1		
OG0052606	Ghir_D06G013730.1		
OG0052607	Ghir_D06G013760.3		
OG0052608	Ghir_D06G013790.2		
OG0052609	Ghir_D06G013790.3		
OG0052610	Ghir_D06G013840.1		
OG0052611	Ghir_D06G013900.1		
OG0052612	Ghir_D06G013900.2		
OG0052613	Ghir_D06G013910.11		
OG0052614	Ghir_D06G013910.2		
OG0052615	Ghir_D06G013910.4		
OG0052616	Ghir_D06G013910.6		
OG0052617	Ghir_D06G013910.8		
OG0052618	Ghir_D06G013910.9		
OG0052619	Ghir_D06G013930.1		
OG0052620	Ghir_D06G013930.2		
OG0052621	Ghir_D06G013940.2		
OG0052622	Ghir_D06G013940.3		
OG0052623	Ghir_D06G013950.1		
OG0052624	Ghir_D06G013960.1		
OG0052625	Ghir_D06G013980.1		
OG0052626	Ghir_D06G013990.1		
OG0052627	Ghir_D06G014010.1		
OG0052628	Ghir_D06G014020.1		
OG0052629	Ghir_D06G014030.1		
OG0052630	Ghir_D06G014060.1		
OG0052631	Ghir_D06G014070.1		
OG0052632	Ghir_D06G014070.2		
OG0052633	Ghir_D06G014070.5		
OG0052634	Ghir_D06G014110.6		
OG0052635	Ghir_D06G014110.7		
OG0052636	Ghir_D06G014110.2		
OG0052637	Ghir_D06G014110.3		
OG0052638	Ghir_D06G014110.4		
OG0052639	Ghir_D06G014110.5		
OG0052640	Ghir_D06G014130.1		
OG0052641	Ghir_D06G014150.2		
OG0052642	Ghir_D06G014240.1		
OG0052643	Ghir_D06G014240.2		
OG0052644	Ghir_D06G014240.4		
OG0052645	Ghir_D06G014280.1		
OG0052646	Ghir_D06G014290.1		
OG0052647	Ghir_D06G014310.1		
OG0052648	Ghir_D06G014370.1		
OG0052649	Ghir_D06G014390.1		
OG0052650	Ghir_D06G014400.1		
OG0052651	Ghir_D06G014420.1		
OG0052652	Ghir_D06G014440.1		
OG0052653	Ghir_D06G014440.3		
OG0052654	Ghir_D06G014480.1		
OG0052655	Ghir_D06G014490.1		
OG0052656	Ghir_D06G014510.1		
OG0052657	Ghir_D06G014570.1		
OG0052658	Ghir_D06G014580.1		
OG0052659	Ghir_D06G014630.1		
OG0052660	Ghir_D06G014640.2		
OG0052661	Ghir_D06G014690.1		
OG0052662	Ghir_D06G014700.1		
OG0052663	Ghir_D06G014730.1		
OG0052664	Ghir_D06G014760.1		
OG0052665	Ghir_D06G014770.2		
OG0052666	Ghir_D06G014780.1		
OG0052667	Ghir_D06G014830.1		
OG0052668	Ghir_D06G014870.1		
OG0052669	Ghir_D06G014910.1		
OG0052670	Ghir_D06G014940.1		
OG0052671	Ghir_D06G014960.1		
OG0052672	Ghir_D06G014980.2		
OG0052673	Ghir_D06G015020.1		
OG0052674	Ghir_D06G015040.2		
OG0052675	Ghir_D06G015060.1		
OG0052676	Ghir_D06G015090.1		
OG0052677	Ghir_D06G015200.2		
OG0052678	Ghir_D06G015210.1		
OG0052679	Ghir_D06G015290.2		
OG0052680	Ghir_D06G015320.2		
OG0052681	Ghir_D06G015350.2		
OG0052682	Ghir_D06G015360.1		
OG0052683	Ghir_D06G015370.4		
OG0052684	Ghir_D06G015370.1		
OG0052685	Ghir_D06G015370.2		
OG0052686	Ghir_D06G015460.2		
OG0052687	Ghir_D06G015460.3		
OG0052688	Ghir_D06G015480.1		
OG0052689	Ghir_D06G015490.1		
OG0052690	Ghir_D06G015530.1		
OG0052691	Ghir_D06G015600.1		
OG0052692	Ghir_D06G015610.3		
OG0052693	Ghir_D06G015610.4		
OG0052694	Ghir_D06G015660.1		
OG0052695	Ghir_D06G015670.1		
OG0052696	Ghir_D06G015720.1		
OG0052697	Ghir_D06G015750.1		
OG0052698	Ghir_D06G015760.1		
OG0052699	Ghir_D06G015770.1		
OG0052700	Ghir_D06G015780.5		
OG0052701	Ghir_D06G015790.2		
OG0052702	Ghir_D06G015810.2		
OG0052703	Ghir_D06G015840.1		
OG0052704	Ghir_D06G015850.1		
OG0052705	Ghir_D06G015870.3		
OG0052706	Ghir_D06G015870.2		
OG0052707	Ghir_D06G015900.1		
OG0052708	Ghir_D06G015910.3		
OG0052709	Ghir_D06G015910.2		
OG0052710	Ghir_D06G015930.1		
OG0052711	Ghir_D06G015940.1		
OG0052712	Ghir_D06G015960.1		
OG0052713	Ghir_D06G015960.3		
OG0052714	Ghir_D06G016010.1		
OG0052715	Ghir_D06G016030.1		
OG0052716	Ghir_D06G016040.1		
OG0052717	Ghir_D06G016070.1		
OG0052718	Ghir_D06G016080.2		
OG0052719	Ghir_D06G016090.2		
OG0052720	Ghir_D06G016090.3		
OG0052721	Ghir_D06G016090.4		
OG0052722	Ghir_D06G016110.12		
OG0052723	Ghir_D06G016110.13		
OG0052724	Ghir_D06G016110.14		
OG0052725	Ghir_D06G016110.1		
OG0052726	Ghir_D06G016110.3		
OG0052727	Ghir_D06G016110.4		
OG0052728	Ghir_D06G016110.6		
OG0052729	Ghir_D06G016110.7		
OG0052730	Ghir_D06G016110.8		
OG0052731	Ghir_D06G016110.9		
OG0052732	Ghir_D06G016110.10		
OG0052733	Ghir_D06G016110.11		
OG0052734	Ghir_D06G016110.19		
OG0052735	Ghir_D06G016110.15		
OG0052736	Ghir_D06G016110.16		
OG0052737	Ghir_D06G016110.17		
OG0052738	Ghir_D06G016110.18		
OG0052739	Ghir_D06G016130.1		
OG0052740	Ghir_D06G016140.1		
OG0052741	Ghir_D06G016150.2		
OG0052742	Ghir_D06G016150.3		
OG0052743	Ghir_D06G016160.1		
OG0052744	Ghir_D06G016180.3		
OG0052745	Ghir_D06G016180.1		
OG0052746	Ghir_D06G016180.2		
OG0052747	Ghir_D06G016190.4		
OG0052748	Ghir_D06G016200.1		
OG0052749	Ghir_D06G016250.1		
OG0052750	Ghir_D06G016260.1		
OG0052751	Ghir_D06G016270.1		
OG0052752	Ghir_D06G016290.2		
OG0052753	Ghir_D06G016310.3		
OG0052754	Ghir_D06G016310.4		
OG0052755	Ghir_D06G016310.5		
OG0052756	Ghir_D06G016310.6		
OG0052757	Ghir_D06G016350.2		
OG0052758	Ghir_D06G016350.3		
OG0052759	Ghir_D06G016360.1		
OG0052760	Ghir_D06G016370.1		
OG0052761	Ghir_D06G016390.1		
OG0052762	Ghir_D06G016390.2		
OG0052763	Ghir_D06G016420.1		
OG0052764	Ghir_D06G016430.1		
OG0052765	Ghir_D06G016440.1		
OG0052766	Ghir_D06G016480.3		
OG0052767	Ghir_D06G016490.1		
OG0052768	Ghir_D06G016520.1		
OG0052769	Ghir_D06G016550.1		
OG0052770	Ghir_D06G016550.2		
OG0052771	Ghir_D06G016550.3		
OG0052772	Ghir_D06G016560.1		
OG0052773	Ghir_D06G016600.2		
OG0052774	Ghir_D06G016620.1		
OG0052775	Ghir_D06G016630.1		
OG0052776	Ghir_D06G016660.2		
OG0052777	Ghir_D06G016660.3		
OG0052778	Ghir_D06G016660.4		
OG0052779	Ghir_D06G016670.2		
OG0052780	Ghir_D06G016720.2		
OG0052781	Ghir_D06G016720.4		
OG0052782	Ghir_D06G016720.5		
OG0052783	Ghir_D06G016720.6		
OG0052784	Ghir_D06G016720.7		
OG0052785	Ghir_D06G016730.2		
OG0052786	Ghir_D06G016770.2		
OG0052787	Ghir_D06G016770.3		
OG0052788	Ghir_D06G016800.1		
OG0052789	Ghir_D06G016810.3		
OG0052790	Ghir_D06G016810.4		
OG0052791	Ghir_D06G016810.1		
OG0052792	Ghir_D06G016840.1		
OG0052793	Ghir_D06G016850.1		
OG0052794	Ghir_D06G016930.2		
OG0052795	Ghir_D06G016930.1		
OG0052796	Ghir_D06G016950.2		
OG0052797	Ghir_D06G016960.3		
OG0052798	Ghir_D06G016960.5		
OG0052799	Ghir_D06G016960.6		
OG0052800	Ghir_D06G016960.7		
OG0052801	Ghir_D06G017080.1		
OG0052802	Ghir_D06G017080.2		
OG0052803	Ghir_D06G017090.1		
OG0052804	Ghir_D06G017120.2		
OG0052805	Ghir_D06G017160.1		
OG0052806	Ghir_D06G017190.1		
OG0052807	Ghir_D06G017210.1		
OG0052808	Ghir_D06G017220.1		
OG0052809	Ghir_D06G017290.1		
OG0052810	Ghir_D06G017310.1		
OG0052811	Ghir_D06G017340.1		
OG0052812	Ghir_D06G017360.2		
OG0052813	Ghir_D06G017360.3		
OG0052814	Ghir_D06G017360.4		
OG0052815	Ghir_D06G017370.1		
OG0052816	Ghir_D06G017490.2		
OG0052817	Ghir_D06G017490.3		
OG0052818	Ghir_D06G017490.5		
OG0052819	Ghir_D06G017490.4		
OG0052820	Ghir_D06G017500.1		
OG0052821	Ghir_D06G017510.1		
OG0052822	Ghir_D06G017510.2		
OG0052823	Ghir_D06G017510.3		
OG0052824	Ghir_D06G017550.1		
OG0052825	Ghir_D06G017550.2		
OG0052826	Ghir_D06G017620.1		
OG0052827	Ghir_D06G017630.1		
OG0052828	Ghir_D06G017650.1		
OG0052829	Ghir_D06G017660.7		
OG0052830	Ghir_D06G017670.3		
OG0052831	Ghir_D06G017670.5		
OG0052832	Ghir_D06G017690.2		
OG0052833	Ghir_D06G017750.1		
OG0052834	Ghir_D06G017780.1		
OG0052835	Ghir_D06G017790.1		
OG0052836	Ghir_D06G017790.3		
OG0052837	Ghir_D06G017820.1		
OG0052838	Ghir_D06G017840.1		
OG0052839	Ghir_D06G017840.5		
OG0052840	Ghir_D06G017850.2		
OG0052841	Ghir_D06G017870.1		
OG0052842	Ghir_D06G017890.3		
OG0052843	Ghir_D06G017890.4		
OG0052844	Ghir_D06G017900.4		
OG0052845	Ghir_D06G017930.1		
OG0052846	Ghir_D06G017960.1		
OG0052847	Ghir_D06G017960.2		
OG0052848	Ghir_D06G017960.3		
OG0052849	Ghir_D06G017960.4		
OG0052850	Ghir_D06G017960.5		
OG0052851	Ghir_D06G017960.6		
OG0052852	Ghir_D06G018010.2		
OG0052853	Ghir_D06G018050.1		
OG0052854	Ghir_D06G018060.2		
OG0052855	Ghir_D06G018080.1		
OG0052856	Ghir_D06G018120.1		
OG0052857	Ghir_D06G018190.1		
OG0052858	Ghir_D06G018230.1		
OG0052859	Ghir_D06G018240.1		
OG0052860	Ghir_D06G018260.2		
OG0052861	Ghir_D06G018300.1		
OG0052862	Ghir_D06G018330.2		
OG0052863	Ghir_D06G018390.1		
OG0052864	Ghir_D06G018400.1		
OG0052865	Ghir_D06G018420.1		
OG0052866	Ghir_D06G018500.1		
OG0052867	Ghir_D06G018520.2		
OG0052868	Ghir_D06G018520.3		
OG0052869	Ghir_D06G018520.4		
OG0052870	Ghir_D06G018520.5		
OG0052871	Ghir_D06G018640.2		
OG0052872	Ghir_D06G018700.1		
OG0052873	Ghir_D06G018710.1		
OG0052874	Ghir_D06G018730.1		
OG0052875	Ghir_D06G018740.2		
OG0052876	Ghir_D06G018780.1		
OG0052877	Ghir_D06G018790.3		
OG0052878	Ghir_D06G018850.2		
OG0052879	Ghir_D06G018870.1		
OG0052880	Ghir_D06G018880.1		
OG0052881	Ghir_D06G018900.2		
OG0052882	Ghir_D06G018920.1		
OG0052883	Ghir_D06G018950.2		
OG0052884	Ghir_D06G018960.1		
OG0052885	Ghir_D06G019000.2		
OG0052886	Ghir_D06G019010.1		
OG0052887	Ghir_D06G019040.1		
OG0052888	Ghir_D06G019040.10		
OG0052889	Ghir_D06G019040.2		
OG0052890	Ghir_D06G019040.3		
OG0052891	Ghir_D06G019040.6		
OG0052892	Ghir_D06G019040.7		
OG0052893	Ghir_D06G019040.8		
OG0052894	Ghir_D06G019040.9		
OG0052895	Ghir_D06G019120.1		
OG0052896	Ghir_D06G019140.1		
OG0052897	Ghir_D06G019160.3		
OG0052898	Ghir_D06G019160.5		
OG0052899	Ghir_D06G019160.4		
OG0052900	Ghir_D06G019160.1		
OG0052901	Ghir_D06G019240.4		
OG0052902	Ghir_D06G019240.3		
OG0052903	Ghir_D06G019250.1		
OG0052904	Ghir_D06G019290.1		
OG0052905	Ghir_D06G019300.1		
OG0052906	Ghir_D06G019320.1		
OG0052907	Ghir_D06G019330.2		
OG0052908	Ghir_D06G019340.1		
OG0052909	Ghir_D06G019350.1		
OG0052910	Ghir_D06G019440.2		
OG0052911	Ghir_D06G019450.2		
OG0052912	Ghir_D06G019470.1		
OG0052913	Ghir_D06G019500.1		
OG0052914	Ghir_D06G019500.2		
OG0052915	Ghir_D06G019520.1		
OG0052916	Ghir_D06G019530.3		
OG0052917	Ghir_D06G019540.1		
OG0052918	Ghir_D06G019540.3		
OG0052919	Ghir_D06G019570.1		
OG0052920	Ghir_D06G019620.1		
OG0052921	Ghir_D06G019680.1		
OG0052922	Ghir_D06G019690.1		
OG0052923	Ghir_D06G019720.1		
OG0052924	Ghir_D06G019760.1		
OG0052925	Ghir_D06G019780.1		
OG0052926	Ghir_D06G019790.1		
OG0052927	Ghir_D06G019800.1		
OG0052928	Ghir_D06G019810.1		
OG0052929	Ghir_D06G019850.2		
OG0052930	Ghir_D06G019860.3		
OG0052931	Ghir_D06G019870.5		
OG0052932	Ghir_D06G019920.1		
OG0052933	Ghir_D06G020010.1		
OG0052934	Ghir_D06G020050.1		
OG0052935	Ghir_D06G020080.1		
OG0052936	Ghir_D06G020080.3		
OG0052937	Ghir_D06G020140.1		
OG0052938	Ghir_D06G020190.2		
OG0052939	Ghir_D06G020200.2		
OG0052940	Ghir_D06G020210.2		
OG0052941	Ghir_D06G020260.2		
OG0052942	Ghir_D06G020280.1		
OG0052943	Ghir_D06G020300.1		
OG0052944	Ghir_D06G020350.1		
OG0052945	Ghir_D06G020370.2		
OG0052946	Ghir_D06G020370.1		
OG0052947	Ghir_D06G020380.1		
OG0052948	Ghir_D06G020390.3		
OG0052949	Ghir_D06G020390.7		
OG0052950	Ghir_D06G020390.8		
OG0052951	Ghir_D06G020390.9		
OG0052952	Ghir_D06G020410.1		
OG0052953	Ghir_D06G020420.1		
OG0052954	Ghir_D06G020430.1		
OG0052955	Ghir_D06G020440.1		
OG0052956	Ghir_D06G020480.2		
OG0052957	Ghir_D06G020480.4		
OG0052958	Ghir_D06G020480.5		
OG0052959	Ghir_D06G020480.6		
OG0052960	Ghir_D06G020480.7		
OG0052961	Ghir_D06G020520.1		
OG0052962	Ghir_D06G020520.2		
OG0052963	Ghir_D06G020520.4		
OG0052964	Ghir_D06G020530.1		
OG0052965	Ghir_D06G020550.3		
OG0052966	Ghir_D06G020550.7		
OG0052967	Ghir_D06G020610.2		
OG0052968	Ghir_D06G020630.1		
OG0052969	Ghir_D06G020640.1		
OG0052970	Ghir_D06G020640.3		
OG0052971	Ghir_D06G020650.1		
OG0052972	Ghir_D06G020660.2		
OG0052973	Ghir_D06G020660.3		
OG0052974	Ghir_D06G020670.1		
OG0052975	Ghir_D06G020680.5		
OG0052976	Ghir_D06G020680.6		
OG0052977	Ghir_D06G020680.7		
OG0052978	Ghir_D06G020690.1		
OG0052979	Ghir_D06G020700.1		
OG0052980	Ghir_D06G020800.1		
OG0052981	Ghir_D06G020810.2		
OG0052982	Ghir_D06G020810.4		
OG0052983	Ghir_D06G020810.5		
OG0052984	Ghir_D06G020820.1		
OG0052985	Ghir_D06G020860.1		
OG0052986	Ghir_D06G020860.2		
OG0052987	Ghir_D06G020900.10		
OG0052988	Ghir_D06G020900.2		
OG0052989	Ghir_D06G020900.3		
OG0052990	Ghir_D06G020900.4		
OG0052991	Ghir_D06G020900.5		
OG0052992	Ghir_D06G020900.6		
OG0052993	Ghir_D06G020900.7		
OG0052994	Ghir_D06G020900.8		
OG0052995	Ghir_D06G020900.9		
OG0052996	Ghir_D06G020910.1		
OG0052997	Ghir_D06G020920.1		
OG0052998	Ghir_D06G020950.2		
OG0052999	Ghir_D06G020950.3		
OG0053000	Ghir_D06G020960.1		
OG0053001	Ghir_D06G020960.2		
OG0053002	Ghir_D06G020980.2		
OG0053003	Ghir_D06G021030.1		
OG0053004	Ghir_D06G021080.1		
OG0053005	Ghir_D06G021090.3		
OG0053006	Ghir_D06G021090.4		
OG0053007	Ghir_D06G021120.1		
OG0053008	Ghir_D06G021160.1		
OG0053009	Ghir_D06G021190.1		
OG0053010	Ghir_D06G021190.3		
OG0053011	Ghir_D06G021200.1		
OG0053012	Ghir_D06G021220.1		
OG0053013	Ghir_D06G021290.1		
OG0053014	Ghir_D06G021320.1		
OG0053015	Ghir_D06G021340.1		
OG0053016	Ghir_D06G021380.1		
OG0053017	Ghir_D06G021410.1		
OG0053018	Ghir_D06G021440.1		
OG0053019	Ghir_D06G021460.2		
OG0053020	Ghir_D06G021470.1		
OG0053021	Ghir_D06G021500.2		
OG0053022	Ghir_D06G021520.2		
OG0053023	Ghir_D06G021650.1		
OG0053024	Ghir_D06G021660.1		
OG0053025	Ghir_D06G021670.1		
OG0053026	Ghir_D06G021680.1		
OG0053027	Ghir_D06G021680.2		
OG0053028	Ghir_D06G021690.1		
OG0053029	Ghir_D06G021760.1		
OG0053030	Ghir_D06G021770.2		
OG0053031	Ghir_D06G021790.2		
OG0053032	Ghir_D06G021790.1		
OG0053033	Ghir_D06G021840.1		
OG0053034	Ghir_D06G021850.1		
OG0053035	Ghir_D06G021850.2		
OG0053036	Ghir_D06G021850.4		
OG0053037	Ghir_D06G021870.1		
OG0053038	Ghir_D06G021880.3		
OG0053039	Ghir_D06G021900.2		
OG0053040	Ghir_D06G021930.3		
OG0053041	Ghir_D06G021930.4		
OG0053042	Ghir_D06G021930.5		
OG0053043	Ghir_D06G021930.6		
OG0053044	Ghir_D06G021930.2		
OG0053045	Ghir_D06G021950.1		
OG0053046	Ghir_D06G021970.1		
OG0053047	Ghir_D06G021970.2		
OG0053048	Ghir_D06G021970.4		
OG0053049	Ghir_D06G021970.5		
OG0053050	Ghir_D06G021970.6		
OG0053051	Ghir_D06G022000.4		
OG0053052	Ghir_D06G022040.1		
OG0053053	Ghir_D06G022090.1		
OG0053054	Ghir_D06G022100.1		
OG0053055	Ghir_D06G022100.2		
OG0053056	Ghir_D06G022100.3		
OG0053057	Ghir_D06G022120.3		
OG0053058	Ghir_D06G022210.1		
OG0053059	Ghir_D06G022340.1		
OG0053060	Ghir_D06G022360.1		
OG0053061	Ghir_D06G022370.1		
OG0053062	Ghir_D06G022390.2		
OG0053063	Ghir_D06G022420.1		
OG0053064	Ghir_D06G022490.3		
OG0053065	Ghir_D06G022510.2		
OG0053066	Ghir_D06G022510.3		
OG0053067	Ghir_D06G022520.2		
OG0053068	Ghir_D06G022550.2		
OG0053069	Ghir_D06G022570.1		
OG0053070	Ghir_D06G022580.1		
OG0053071	Ghir_D06G022590.1		
OG0053072	Ghir_D06G022600.3		
OG0053073	Ghir_D06G022610.1		
OG0053074	Ghir_D06G022640.1		
OG0053075	Ghir_D06G022650.1		
OG0053076	Ghir_D06G022680.1		
OG0053077	Ghir_D06G022720.1		
OG0053078	Ghir_D06G022730.2		
OG0053079	Ghir_D06G022750.1		
OG0053080	Ghir_D06G022760.1		
OG0053081	Ghir_D06G022770.1		
OG0053082	Ghir_D06G022830.1		
OG0053083	Ghir_D06G022860.3		
OG0053084	Ghir_D06G022900.7		
OG0053085	Ghir_D06G022900.8		
OG0053086	Ghir_D06G022900.9		
OG0053087	Ghir_D06G022900.2		
OG0053088	Ghir_D06G022900.3		
OG0053089	Ghir_D06G022900.4		
OG0053090	Ghir_D06G022900.5		
OG0053091	Ghir_D06G022910.2		
OG0053092	Ghir_D06G022910.4		
OG0053093	Ghir_D06G022910.5		
OG0053094	Ghir_D06G022910.6		
OG0053095	Ghir_D06G022960.2		
OG0053096	Ghir_D06G022980.3		
OG0053097	Ghir_D06G022980.2		
OG0053098	Ghir_D06G023000.1		
OG0053099	Ghir_D06G023020.1		
OG0053100	Ghir_D06G023020.2		
OG0053101	Ghir_D06G023020.3		
OG0053102	Ghir_D06G023030.1		
OG0053103	Ghir_D06G023060.1		
OG0053104	Ghir_D06G023130.1		
OG0053105	Ghir_D06G023200.1		
OG0053106	Ghir_D06G023200.2		
OG0053107	Ghir_D06G023210.1		
OG0053108	Ghir_D06G023220.4		
OG0053109	Ghir_D06G023220.3		
OG0053110	Ghir_D06G023260.3		
OG0053111	Ghir_D06G023260.4		
OG0053112	Ghir_D06G023260.6		
OG0053113	Ghir_D06G023300.1		
OG0053114	Ghir_D06G023360.4		
OG0053115	Ghir_D06G023360.5		
OG0053116	Ghir_D06G023390.2		
OG0053117	Ghir_D06G023390.3		
OG0053118	Ghir_D06G023420.4		
OG0053119	Ghir_D06G023420.2		
OG0053120	Ghir_D06G023450.2		
OG0053121	Ghir_D06G023460.1		
OG0053122	Ghir_D06G023500.1		
OG0053123	Ghir_D06G023500.2		
OG0053124	Ghir_D06G023570.1		
OG0053125	Ghir_D06G023610.1		
OG0053126	Ghir_D06G023610.2		
OG0053127	Ghir_D06G023610.3		
OG0053128	Ghir_D06G023610.4		
OG0053129	Ghir_D06G023620.1		
OG0053130	Ghir_D06G023620.2		
OG0053131	Ghir_D06G023630.3		
OG0053132	Ghir_D06G023670.12		
OG0053133	Ghir_D06G023670.13		
OG0053134	Ghir_D06G023670.10		
OG0053135	Ghir_D06G023670.7		
OG0053136	Ghir_D06G023670.8		
OG0053137	Ghir_D06G023670.9		
OG0053138	Ghir_D06G023670.2		
OG0053139	Ghir_D06G023670.3		
OG0053140	Ghir_D06G023670.4		
OG0053141	Ghir_D06G023680.11		
OG0053142	Ghir_D06G023680.14		
OG0053143	Ghir_D06G023680.1		
OG0053144	Ghir_D06G023680.4		
OG0053145	Ghir_D06G023680.5		
OG0053146	Ghir_D06G023680.6		
OG0053147	Ghir_D06G023680.7		
OG0053148	Ghir_D06G023680.8		
OG0053149	Ghir_D06G023680.9		
OG0053150	Ghir_D06G023690.2		
OG0053151	Ghir_D06G023700.1		
OG0053152	Ghir_D06G023700.2		
OG0053153	Ghir_D06G023700.3		
OG0053154	Ghir_D06G023700.4		
OG0053155	Ghir_D06G023710.1		
OG0053156	Ghir_D07G000030.2		
OG0053157	Ghir_D07G000030.3		
OG0053158	Ghir_D07G000030.4		
OG0053159	Ghir_D07G000050.1		
OG0053160	Ghir_D07G000080.2		
OG0053161	Ghir_D07G000090.2		
OG0053162	Ghir_D07G000140.1		
OG0053163	Ghir_D07G000170.1		
OG0053164	Ghir_D07G000180.3		
OG0053165	Ghir_D07G000180.5		
OG0053166	Ghir_D07G000180.4		
OG0053167	Ghir_D07G000180.1		
OG0053168	Ghir_D07G000180.2		
OG0053169	Ghir_D07G000200.1		
OG0053170	Ghir_D07G000220.1		
OG0053171	Ghir_D07G000230.1		
